id,breed,class_id
011bd7fd7c036dbb243d0e37329c77b7,irish_water_spaniel,21
011e06760794850c40f23d6426c40774,dhole,31
0120343862761d052d6a7ade81625c94,dingo,1
01268f0007876a692907bda89468184c,affenpinscher,24
012ff2d21dad14452ea16b4cda7eef4c,toy_poodle,32
013aed490e0e15a8989e12ae0d0ccfaa,border_terrier,33
0140b05bfc2fd43f2819fab3d8566109,norwegian_elkhound,35
014c2b0cd8e3b517e649cecf8543b8fe,african_hunting_dog,13
0159b6457aac89f43d1c1931cdf7500b,irish_water_spaniel,21
015b363b062f602e7ec04ce28e640d05,walker_hound,10
015b4aa50dd9b4a0d26dc0c38f41b489,irish_water_spaniel,21
015d86b2fcb36f0fdfbe94a66c0e3400,wire-haired_fox_terrier,14
0162107acd8f2588c0944b791d61bb0c,affenpinscher,24
0162b3e0144fb1d1ab82fbff3ace9938,shih-tzu,36
01680178ca6664294efb493a46014a82,irish_terrier,37
0169294085e94d1250587b38e4fbb532,kuvasz,38
016bcdb05e2d0e0878877df21b8c3cff,german_shepherd,39
0177a92a906192bfde8adbb8a237e524,greater_swiss_mountain_dog,40
018aae5768833c34e3df30d63429251e,basset,41
0192d7174233ebdb3d720000413829ac,australian_terrier,42
019c92d1ff56deb9d75d809a92bc84d8,schipperke,43
019ff93e03802e661577b5869e099dcb,rhodesian_ridgeback,44
01a3b064c56edbe3abf55051b16134d4,irish_setter,45
01b09bdac592b0eb9909dd105314ad3a,german_shepherd,39
01b35a06b00e4a832b935cf8d51303c1,bloodhound,47
01b36cb1b80ab8c3a7d2b7128ad21bdc,samoyed,48
01b6c2bd3053535a58d8de763cf06aa0,miniature_schnauzer,49
01c230ec18eed427cf5b1db1a833024d,english_setter,27
01d0f3692e576b3cde511285352aed4a,kelpie,51
01de1f7b7b4465a6d130a56746af66a6,papillon,52
01dffcb02d6cba7d2b101fcc93daa6f1,border_collie,53
01e2245b46eb747260ff80f1c892daef,brittany_spaniel,50
01e4d3d1cb704ed819bce35d22e716a7,appenzeller,46
01e787576c003930f96c966f9c3e1d44,scottish_deerhound,8
01ee3c7ff9bcaba9874183135877670e,entlebucher,54
01f397f16fb2d7d76fdbce4e2207c1a3,collie,55
01f429667104c0c5a5f321700f15435c,malamute,56
01f8540fb1084107a6eb3e528f82c1aa,welsh_springer_spaniel,57
0206c12e8984e3c8a166cc272de25d6f,chihuahua,58
0207803a6ce1bfad98e7f095c965e44a,border_terrier,33
020ecfccf3c900b01ce831abbf20b485,saluki,59
0214e2d616ec7eb7cb0d8c19a7f29e70,weimaraner,28
021b5a49189665c0442c19b5b33e8cf1,entlebucher,54
0229677aec75183a16de9d6f6658fae2,irish_terrier,37
022b34fd8734b39995a9f38a4f3e7b6b,maltese_dog,11
0234695e7a548e2ad1b2ac91d6486c1c,bloodhound,47
023e4e28415506e0deddcbd8f8bdab29,pug,60
0246f44bb123ce3f91c939861eb97fb7,standard_schnauzer,20
024ecfa590271db8616bfaa59159d7b2,malinois,61
024fc0be976885d5cfcf6770239a9001,english_setter,27
024fd994941146f8dfdb38a9b2b74efd,wire-haired_fox_terrier,14
02508e76981e1ba059d785704b4c480c,pug,60
0255a5bca3b9d91d4fdba8d7419b5e69,lakeland_terrier,16
025bab46ddcde249d5c52c660fea6d26,boxer,17
025d903b457b865fd29424916e42fbc2,rhodesian_ridgeback,44
0267c5f1acbab52ae4a7927e0398612b,airedale,63
0270276158566af50ef48b1284c998d6,wire-haired_fox_terrier,14
02777bdfcf9f1a593af768e6616df4b3,english_setter,27
0287b3374c33346e2b41f73af3a36261,leonberg,64
029202b0cf0b5d6d48c6ce7b432409ef,giant_schnauzer,29
0294b42910cb8a8d8340e45d8aaf2953,mexican_hairless,65
029ed6af5dcadfd105db9271e12ede14,rhodesian_ridgeback,44
02a3edc1d6aae095185131fe185478e0,saluki,59
02a8ed20109bd62bd5894f276c08c8a2,leonberg,64
02ad779f2721db9364d3bb68f5580582,bull_mastiff,66
02b1c50fb7315423a664f3ce68c94e30,dingo,1
02c48781eff39a66ae6dd8626e35809e,irish_setter,45
02c90d8109d9a48739b9887349d92b1f,airedale,63
02cc0d7c8b7b513b4325bda30dce222d,brittany_spaniel,50
02df8523833c432f90071f86dff69a8f,bluetick,3
02dfcd0a24a9c41070f4f94b4c9933ff,irish_terrier,37
02e7b5a86cec57f5935374946d4f5dc1,irish_terrier,37
02eef0f899b81ddf27a42641bc8db9ee,entlebucher,54
02ef5f19db8cf4da62016a1067bdc548,welsh_springer_spaniel,57
02f07e7e51662336a9d8c775a4eac5f4,miniature_schnauzer,49
02f3d5fd1eea0a2e6f4742bc54b51ba9,american_staffordshire_terrier,68
02f6152a9401568d695234d33bb6c37d,miniature_schnauzer,49
0311a6a51a414ba91f3ad8055170baa1,lhasa,69
0314048edbd08c8c50eb3c93281bd043,pekinese,2
031d3353588a81b42bcae74ff19571b0,cardigan,70
032620ae0f847d957d94d1fd76cb17e8,dhole,31
0326344e0d5181130c28d25edd5627e4,clumber,72
0326d40cc2b35521f1f3e73cabcf2a23,lakeland_terrier,16
032c14b2df4193004913b01ab48f87c6,border_collie,53
0345638400c47bbd920474672562077e,scotch_terrier,73
03564fbb4aba93dd80e5c7cd76f28d28,walker_hound,10
035f28d8ad34afaf7c8d276d6674bf8f,shih-tzu,36
035fe39454c2ddb2f6a37146cacf0ac0,border_terrier,33
0360d42966d191a5db4c4bb2e8c66229,lhasa,69
0374e657c8b3b55579751adcaa7c8023,irish_setter,45
0379145880ad3978f9b80f0dc2c03fba,afghan_hound,74
037ac6cbd9c96d70e68917aa059b6aab,old_english_sheepdog,75
03ae71ff9e4c5ac97afdfa956ea5e191,borzoi,6
03b0e7ace52c10dc4878f60307cdebe3,saint_bernard,76
03b9ab173e5862580909fee10f0ea46d,miniature_pinscher,77
03c1557464297ffffc8da977c4db7e68,standard_schnauzer,20
03c81a2e78dc915bc515fcb8aafd2f6f,cairn,23
03ca2c79345f4c27232ed5b0dc2821c2,otterhound,19
03cae0a6700c5cc4900e576034361e7a,groenendael,30
03da788cc7e5c111575daf04e7e3910c,toy_poodle,32
03dd99e068f1f2283011cc305f5aaa9f,irish_wolfhound,79
03dfefdb2939388f7ca9578cb7c4a2b9,maltese_dog,11
03e1d2ee5fd90aef036c90a9e7f81177,bernese_mountain_dog,67
03eb844e1d5aa5addaab20298b1b70c3,greater_swiss_mountain_dog,40
03edf850d74d43b2587991ecb673fb33,scotch_terrier,73
03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon,80
03f5b638b8f1c83d3097786e40992ff9,toy_terrier,81
03f6435dc8a5e760d19e67831c6034fb,chow,82
040fef64640b89c53f161b6c5215b78b,affenpinscher,24
041a54577da744348d4da8094e882cd9,flat-coated_retriever,83
041b3b8a40b587a486276ac15edd9eaf,samoyed,48
041d0d6a8d110b35a3795dd5c68f9a36,american_staffordshire_terrier,68
04254919cc15c6867cccfd738a926999,walker_hound,10
042e83e82315bada78f2681d030b0d28,bull_mastiff,66
042ecd9a978c2ee48d17f7f781621ac9,collie,55
0440acb104d7346ccc9bba0716603f6a,norwich_terrier,84
044644ffbec4b6d402eb824532478811,african_hunting_dog,13
044d904b00ce11cec6e493226c39a4e2,staffordshire_bullterrier,86
044efbf8ab3e7195b8ea3c92ef0d48df,black-and-tan_coonhound,22
044f7e60953230fa45e4367073d96693,clumber,72
0450c3899b7ca7cac31406a52c7bc74e,soft-coated_wheaten_terrier,85
0457342c36e7e7d103fa4b286a1d62f8,english_foxhound,87
045d421a681a7da04ff668992a8b4c3e,gordon_setter,88
045ea2f41120606e2c5ae1315cebfb46,siberian_husky,89
046b28d8ac6f7beb3f63159ecaf4cbb6,papillon,52
046d8f04a5a42872774110c6a2db1224,doberman,18
047d9a7dc7205c76e5487d6fc5f4a666,ibizan_hound,26
0484a6cc686a07e1edacd0fb44b1d965,affenpinscher,24
0486732311e9d60e8712f1dc33c4ebe0,bloodhound,47
0490b67cb414d527d6c21052b1e3b5dd,welsh_springer_spaniel,57
0496d4170e295688e8d6929b239dd4fb,border_terrier,33
049a406bfac63012d757167c084ced1b,siberian_husky,89
04a191172e090876d3f180fc318038f0,malinois,61
04a3f5dc6d985601f354ab4434645d83,greater_swiss_mountain_dog,40
04b5834c3a969c6308ce157c547bb313,basenji,7
04be608c9c005d9aa0224fe08554e4be,siberian_husky,89
04c3bdfec0c7f082c7e697c26be9e020,bloodhound,47
04cce0cd53c6f01d242a49e43de513a1,clumber,72
04d2dc1f2804c748b1aa71954bb45d38,newfoundland,90
04d3a777baa532f7558a860393c4537f,newfoundland,90
04d4918090b0c2a7b965ff58f13b2ecf,cardigan,70
04d50b0dce8b8ee9544d9602df85f722,bluetick,3
04d5d382a8a02d68859850dc282d3ac4,doberman,18
04d6fe2d5ad29be79083e5c9cf3d9b0d,welsh_springer_spaniel,57
04dea47b883acca9bd57c7ea2930524f,old_english_sheepdog,75
04ea8788cfa17d01c87ea4cdaa0a330d,briard,91
04f59d1b6887cf10e6fd897514623cf3,chesapeake_bay_retriever,92
04f69d645182d799dbb54862c19c0f38,groenendael,30
04f9e2da4b6f5adb9b9d62eba66ba991,airedale,63
04fab70baaf7cd53f8bf78225dbf5409,walker_hound,10
04fb4d719e9fe2b6ffe32d9ae7be8a22,bernese_mountain_dog,67
050073020e80e4935b53df8d786c8612,dandie_dinmont,93
050c59e2063923106443e9fd81683088,chesapeake_bay_retriever,92
0512c1a59449a9c8c83c95722028ac90,basset,41
05134ea3341a1f4f460168e68ec5765d,bernese_mountain_dog,67
0518691772e78ac6805bf006993665a4,rhodesian_ridgeback,44
053106ed091eac5e129225315ef6cfcb,maltese_dog,11
0543510e763cbf8fc771a097ffda9984,bedlington_terrier,5
054f069e01a809b23a9da31dd8f4841e,chesapeake_bay_retriever,92
055429c6fb404af27ac52a08216e6cda,shih-tzu,36
055cfac66e5d67756ab05d02baeeb04c,great_pyrenees,94
0566a60d7504a6fad4161d0ef2765a34,beagle,95
0569f1d79637070f70ca4a62ec510792,saluki,59
056b535b441278e83839984f1b1da0a6,scottish_deerhound,8
05719b998e57a11b863a322ecc7652a5,scottish_deerhound,8
05934390044791b8fd2dd2ba9c0b4b36,appenzeller,46
0593e37870ee77b0d34508e118bf6670,italian_greyhound,71
059513b85ae976a6f591f71bbaae49bf,eskimo_dog,78
059a86d50634c78d5a18f918cb0b3f0d,afghan_hound,74
05a05cf4c8d6a4f3f780a9112a11999b,german_shepherd,39
05a5e6f6b575688dc304ae72635db7b6,italian_greyhound,71
05a747c5853defa2420b976a9c0918a2,bluetick,3
05b5e17b96409ca6db51edaf28bd3bdc,west_highland_white_terrier,97
05bac66dfae763fb86ab6360bd3c6f5f,kerry_blue_terrier,98
05beb3230462b740e5c56230eb27a7a4,kerry_blue_terrier,98
05d6e6de49a6999e56de23c4608af441,saluki,59
05e25c8ec67962c2ef4dd7b0f6aa3918,african_hunting_dog,13
05e3dfffd0b0dca56e6b1d4686e1a6c2,west_highland_white_terrier,97
05f59d40acf74affda3c8940ba192f42,leonberg,64
05fbe54802ffb6d6256abb93381f5cf4,appenzeller,46
060112a1a77217039de21f7d0963929d,dhole,31
060b163b5ad74c889c47b9f421825cdb,dingo,1
061a378e68e8734682ea9c04a572e2ab,norwich_terrier,84
061e9891cd5e77345e3cff761c12db4d,norfolk_terrier,12
062131c6c38a1e485091c8c3329d9638,shih-tzu,36
06223770cd0968a5fa81b2898e65e34a,border_collie,53
06448bf4366760660b6a7611d93d7533,bernese_mountain_dog,67
064dff92e5654a8679f8971a027a4040,sealyham_terrier,100
065221667b1ed903e364b9063ee2195b,lakeland_terrier,16
06538c8ad646eb2ebbbbdda1c8174899,afghan_hound,74
0653d31ae648e2a6628ee3f440729361,basset,41
065452ccfffdc6b6f60183bd6c88ba89,lakeland_terrier,16
0672befac9ea0c8fe82c37b5a634d87c,welsh_springer_spaniel,57
0685bcc6cdaa954771379d95d339baf6,pekinese,2
06ab2182c2a958a5f0de2035f39a0fa7,great_pyrenees,94
06ba5a21442ba19190bfe7bfa9def11c,groenendael,30
06bd6a364e68b886c085b9b8b8d2b818,flat-coated_retriever,83
06c47d61293f2bb51a94040bb4b20799,italian_greyhound,71
06c4dbc5b0ea3674bbc752c4ce76819a,irish_setter,45
06cceae049531cdb98fe67d912aa58a8,toy_poodle,32
06ce71ab05143b1fe45ba8eeba2e97e4,pug,60
06d2d84b936225e6c853a0453cb9c878,redbone,15
06d80d6a7aba8bc48606a285bbad0697,boxer,17
06faa041b335551e3ccf3c239d006425,basenji,7
06fe22a92fa8dc8f90e7a0f118acad6f,bernese_mountain_dog,67
0700d58c82bafe9c4edc81f902178e76,airedale,63
07096719a671e1737b829bd1a88f1dbf,english_foxhound,87
070e8ff540cc8113939ae5dba4a24f80,chesapeake_bay_retriever,92
071652f5f5d0bf00983c075e96ad725f,japanese_spaniel,103
0718d39d59d9e3b134446440d69b2058,weimaraner,28
07192213791150248bfb5bbe6b0b0373,basset,41
0724948de3506f43cda65804efe79b9b,miniature_poodle,104
072aa9d6100187288ef00316c8bcdd66,soft-coated_wheaten_terrier,85
0734a945cc1ab35a9d2348db42075a99,bedlington_terrier,5
073b9a44c4761fa0792943b61b9c812c,toy_poodle,32
073bb2f975ee39406e692e33364762a3,bedlington_terrier,5
073f0821a0842917e6e97ab322bd63f2,basenji,7
07466e87275ed10056a9d2cbb4c733d8,leonberg,64
075a28044780636f48d8571f1d32f73d,bull_mastiff,66
0769e276e8b9b992a3fcd6a10deee6a7,bernese_mountain_dog,67
076d31a2f676671e4427cc485b9d2918,clumber,72
0773acd6874a703b966367d4d27cac71,kuvasz,38
07751d1687e0233ff638889d8b365709,whippet,99
0779e164a5bed1119e36e622107c6a77,pomeranian,105
079509ceab0968ce07cffa0df479f1b0,doberman,18
079a7ad36b46704c28d88c4aa183c28e,english_foxhound,87
079e17a742380d333950962f2c83ffd2,dingo,1
079f6255a19fdbaa75fb2a902bca894c,clumber,72
07a4fcb31d0c6259f5ec21a1f193bc39,irish_terrier,37
07b46335006fbbe0328aeb8213b874ce,curly-coated_retriever,106
07b5288a0bb8b9cf1a42d281a9451e51,irish_water_spaniel,21
07bbf36ce2c7407751219804b3d187ec,yorkshire_terrier,107
07c7389196b5dde668d740089f9ebc22,boxer,17
07d1dd1576b5e95f448c1213b6812c40,italian_greyhound,71
07d6e906eb95f24c53eb92ecc2d47783,pug,60
07d7cfbdbd3682cae50902b53c798028,boston_bull,0
07ddc3c2188164b1e72ae6615a24419a,airedale,63
07e103146c1f4513647ddb9614210320,cairn,23
07eeb2ef42c6b260684e8cb8e8c4ba70,tibetan_terrier,34
07f95d08b40f1402abdab79b1f834e4c,old_english_sheepdog,75
080073330bb8954505340cf18159fbb8,shetland_sheepdog,9
08098e0a4074f62169ab53f7efe40da2,pomeranian,105
080ebefee69f27243b185c113052963e,cardigan,70
080ec59213ed7425b7f8c169955bb9d0,japanese_spaniel,103
08149eb72785553570f74a6effea8d7e,american_staffordshire_terrier,68
0815082cf02417e80f4df9dfba17aa13,wire-haired_fox_terrier,14
081ee1793b0e0027f8cccf9dc4513d53,miniature_pinscher,77
081f6b553afb94d1f192f08cc3ac5762,wire-haired_fox_terrier,14
083820e6dda52da4c0f200ac36f582dc,yorkshire_terrier,107
08571d6bb5ecf6c9b7a145dc24043088,dandie_dinmont,93
0857307dddb1b41288887ef2338af6df,collie,55
085b26edb3ee9688d41c4293aafe0162,irish_wolfhound,79
085faff5f472098801b371f077b2dc8b,basset,41
0861355ea326a82de3aab420d4276e5b,whippet,99
086e8ca78ec3303a8f06df003ecb6612,chow,82
08774c223487c1c880b447aae6a7e0b2,norwegian_elkhound,35
08782eb5ac167ca5f8feaccb519e9b4e,cairn,23
087b211f15ad8095ba90c0be54c1c30d,great_dane,109
08829c00da02dea80eb491122989492f,afghan_hound,74
0883e6cc994d9ba90592f400d502d838,bloodhound,47
088be435c5245f79c448812169a30cb5,italian_greyhound,71
088cdda83ef0920d130398f7724b391f,shih-tzu,36
08946697b3e50e602d6bea765c8fb9f5,scottish_deerhound,8
0895dd35b3afa2a4f8a0b6f3ad98134a,sealyham_terrier,100
089bce55f74e34940b3782e11c1bd2b5,borzoi,6
089fd270df9e42e3f741452a4e437dc5,chihuahua,58
08af52c888b0f5735c3ced810771601d,blenheim_spaniel,110
08e5e75d29184a82a9dada752c9c4afb,chow,82
08e99ed86b0ce429fef52a8ca33e1551,eskimo_dog,78
08ea34bfdc88f5b1e0eef0b76d832c8e,cairn,23
08ea655aa168d87806340c336d07f1c9,dhole,31
08ed3bf636ad906f5ddea9ebda22ff98,briard,91
09037f0995111a413fd8e976f3680f09,redbone,15
091306dd0d110a677fe0de1ad066f160,sealyham_terrier,100
092220a7a8081144a7485efb6c087fe2,papillon,52
09288e5c39391b780412561163b10bf5,afghan_hound,74
092c2cdbf133b201d7d56969bfbcc8f6,miniature_schnauzer,49
093a146e173a3fd9ea650b87f08d6222,samoyed,48
093fc67079701f48bd1d2e52a684ed9e,curly-coated_retriever,106
09438173067ccee8d4a1a45f2f8a8eb6,redbone,15
0959e919604a931fc1ae379b7a75911a,irish_wolfhound,79
0964a2558fc9aa293a6a934d49f64968,silky_terrier,111
0964e161b379740955fa95d8d4c8697e,sussex_spaniel,112
0974b614b86b829821067bd0b1808b8c,ibizan_hound,26
097ef8eca8fc340249b0bbc2b745972c,blenheim_spaniel,110
098333d51970304787c7061f3e683c5b,great_pyrenees,94
09839ef1c5a5a5b3acb61c4093cab07f,bloodhound,47
098c50d7ba4f07d9aba8c6162aa70b50,shetland_sheepdog,9
098c722479a8288c57b545781d5c54bd,german_short-haired_pointer,113
098dc5e173d21c229e6ee565d7666b10,whippet,99
09927a82d649607a7704ac6043cdfa9a,west_highland_white_terrier,97
0995f642fe4baab3cb3534725dfedb75,australian_terrier,42
099b068027c41251d29f75a311cc5e5c,french_bulldog,114
099db37801090ed56bbc95c13d3799b9,toy_poodle,32
09a1ea62ffa4b9389c03162bb0b0b572,saint_bernard,76
09a6fd935dd1a4dee29b97885cfa9318,miniature_poodle,104
09aec2a169942b17d88b4b5f1bba5886,bluetick,3
09beb7445a14486752bd25f69e952ebc,african_hunting_dog,13
09c62a1ff26b3e83a2d476c2add054b1,afghan_hound,74
09d497888fd1e6745f67a78269139620,malamute,56
09d5ac8026b8a7f7d1acae244765fe24,airedale,63
09d7cc03f9e9730bda53b4a590351838,papillon,52
09ea184490e5da33eb3d851ee6361941,redbone,15
09fc0a4acd13c78c02cdb251f193231d,walker_hound,10
0a077ea0c8fa54d95f75e690b2c8196b,otterhound,19
0a0c223352985ec154fd604d7ddceabd,kuvasz,38
0a135c5ee55edf4bd9631d4e15264788,komondor,62
0a13f9596e03a9f87c96aaff6e057048,redbone,15
0a1f8334a9f583cac009dc033c681e47,kerry_blue_terrier,98
0a3f1898556115d6d0931294876cd1d9,lhasa,69
0a409042dd36b2c8293c67d4d4ea9ef9,sealyham_terrier,100
0a4116a80e753f7b0adf4149f551a3a7,kelpie,51
0a438069d5a8a8a079ac131d74c3a366,dingo,1
0a4f1e17d720cdff35814651402b7cf4,afghan_hound,74
0a541df84dd3febb076e2c33a23cd230,bloodhound,47
0a5f744c5077ad8f8d580081ba599ff5,redbone,15
0a65ba3ab9b29c66e15cec76f34eca6f,mexican_hairless,65
0a6706f7864eb8871913f0e4ba07a61e,samoyed,48
0a688b0783f472c84bbfe1c56efea1c6,mexican_hairless,65
0a6c192b96e55e2ca37318919b1ffae6,collie,55
0a70f64352edfef4c82c22015f0e3a20,west_highland_white_terrier,97
0a77b9015c37f39c92b5399dc29da97c,irish_terrier,37
0a77d498ff491945347bb895d8ae4008,samoyed,48
0a783538d5f3aaf017b435ddf14cc5c2,french_bulldog,114
0a7899ed6a15f4af8f28e01c9c44dcfe,miniature_poodle,104
0a7f8d31c960071d0d4cfba36c0159c7,brittany_spaniel,50
0a8b6985bbe58a58909b5ef0a7d5a1aa,tibetan_mastiff,116
0a9322a30aff755dac328022266e3740,australian_terrier,42
0a96f376d746b191fcc6e4812a603f7f,dandie_dinmont,93
0a9832b18d360f50f5b3b2ab4c540ddc,collie,55
0a9f8f6543d0b33fe9474035dd5323ef,briard,91
0ab8d4c80ae4e6bbeacd66fb7e52b851,pomeranian,105
0ab9cdefc666573f8019356ffefe0c69,sussex_spaniel,112
0abdda879bb143b19e3c480279541915,maltese_dog,11
0ac12e1849fd51b2158d16b8f5e75551,german_shepherd,39
0ac12f840df2b15d46622e244501a88c,walker_hound,10
0acfee91dd38e53a20dd1488a17e9af9,keeshond,102
0ad3d66ba7b2d5d6d608da088abca7c0,welsh_springer_spaniel,57
0adfec2804a1efe41f54758cd87cec01,border_collie,53
0afc7d87053cb44a529c78c0fac99886,tibetan_terrier,34
0b102a6aa442aed98f137616e924e18e,basenji,7
0b178813be36410eda8742abe2153ced,chesapeake_bay_retriever,92
0b1b49b8cf679eb3e2fb13ca6deba9b5,appenzeller,46
0b1cdb2a36dd432fcc7567959cb23798,italian_greyhound,71
0b1e71a499a26eaacc06991bca982523,vizsla,96
0b2d69f59303805f17055bd59615a297,english_springer,117
0b2e635ebad8aba82656c8fceb05018c,bloodhound,47
0b345d4f2434903c374ad8b8513a289b,malamute,56
0b346cec75418439f13eabdc7e96f33a,border_collie,53
0b3d3120a62c2bc280f589d473041d06,boston_bull,0
0b465156a0844773fd47ce40d0dcc7db,kuvasz,38
0b6239db9b1649fe2f513357c82931aa,gordon_setter,88
0b673cd41260b9fb998b0a8ad164b6d6,irish_water_spaniel,21
0b6c5bc46b7a0e29cddfa45b0b786d09,cocker_spaniel,118
0b6da522f27c115716285a4f7187969e,basenji,7
0b72856996ad5826afff7195ff678589,scottish_deerhound,8
0b86485ef980b0b4999e7ede1f90999e,great_dane,109
0b97116ed04c8f0f7eb4a2b4b2620476,kuvasz,38
0b9d58d8d2626f80bbc5cc3ccf7e8bad,beagle,95
0ba0f44a7f83539a71e4d74f549c8be6,bernese_mountain_dog,67
0ba12512fa4766cc4f8c288cb3b9b95f,border_terrier,33
0bac7ab4e3b6c7a5331067827cda04e6,entlebucher,54
0bad79c06832a1bdeaedbbb50a28450a,scottish_deerhound,8
0bbb9ce1f03a205fead338f0be3040bc,chesapeake_bay_retriever,92
0bbe00ace11a4dd944b8bcf8ca9772c1,labrador_retriever,25
0be68a5e7b40e9689c3ef2a9764bfcf6,border_terrier,33
0be845d1fe8a0ad6da6ffa454ab33e8a,newfoundland,90
0beb24726c7210a5021f22d6c511cd71,irish_water_spaniel,21
0bf36935030d2b842b86526bdb367ff1,ibizan_hound,26
0bf89dcb09d8c76be568f17811664560,briard,91
0c0955cddf9488d30e6e8d4ee7c18856,irish_setter,45
0c0bca6e79cc323669da06bab0013b12,mexican_hairless,65
0c0fb87fb13f0f6c8d21ff6c15e3361e,otterhound,19
0c19867277e6c96ad8f487b4fe343ff9,malamute,56
0c1a1b2adfd0aa2fef3eb974b9b95734,chesapeake_bay_retriever,92
0c1d98a09381f4dfffc510fab188f189,irish_setter,45
0c207c7af2d1ef71dc61434f04d00cdf,chow,82
0c24a6dac8f0dc55edeb80a7b683af5e,kuvasz,38
0c286c574ef09562c123dafe5ce6ac23,keeshond,102
0c2fdeb77e6e650e69ecca013c7e8e67,groenendael,30
0c329020d6ca0ae5af30f6857ac7e86c,basenji,7
0c378307f600ba007a7eaa50fba6d0b8,shih-tzu,36
0c4ac597d196aaf07f3af039b8fd6925,vizsla,96
0c68a578981993b919e89c611f04a97f,lakeland_terrier,16
0c71084d955bfca989d865cbcf8cf8ae,japanese_spaniel,103
0c71338af3f3a8c068ec28b5f6b8f8ae,dhole,31
0c9bac77cd53f1c6756c7581e9b0bd00,chesapeake_bay_retriever,92
0ca382d7309e346ac802a202d0fa8c67,chesapeake_bay_retriever,92
0cb1bf12ae0fd5f681ae579c2a28ccd8,yorkshire_terrier,107
0cb5839c82f7c1286e55f260d4e608c4,standard_poodle,101
0cbca2fcad7910a3c98d734e17cfde65,samoyed,48
0cdd66f35d9b7d8b0a98a4d506396c0d,blenheim_spaniel,110
0ce7dd8b119184e91088336ec6973d53,blenheim_spaniel,110
0cf285cc3f1625bd80288cd6b7ddb7e0,cocker_spaniel,118
0cf4dabd83d91e22f6ce845fe81fa21d,welsh_springer_spaniel,57
0d103ca7cf575757374f8f6ae87d8868,miniature_pinscher,77
0d2129d0eda43dd8514ea309c29ddbb0,bloodhound,47
0d2f9e12a2611d911d91a339074c8154,bouvier_des_flandres,115
0d303784e6740e5de249e1f2078a7b4b,brabancon_griffon,80
0d37ea8a209eb60e9c03eaedf3fd5384,kerry_blue_terrier,98
0d579f92d60935a54aa6dba6e6213257,dandie_dinmont,93
0d5a88f0ab2db8d34b533c69768135e8,afghan_hound,74
0d68c98ac13f84032cb863abf0498a02,airedale,63
0d6bab298a320221f08c49c701d3e06f,entlebucher,54
0d6c6238a4cc499bb57fa0c10a15f8ad,dingo,1
0d74e47d162e023bb1ae5aae40276fd6,siberian_husky,89
0d82788cd302dba65793ea68f55cc649,flat-coated_retriever,83
0d83fbe9ab3684226edd81a13411bdf8,chow,82
0d8858e722c5f9834ddbdcecbf3cd4d6,irish_setter,45
0d8d386390ba269dd4e475c20b91e8f9,pembroke,108
0d96ca29ff2e557e93c3de0ba017ff61,maltese_dog,11
0daad4c8568dd89f295f6c3837b772df,silky_terrier,111
0db44ddb42bf1f97de987abe2bf01839,entlebucher,54
0dbf0bd0fdc7b594de02e573b1a04a56,kerry_blue_terrier,98
0dc3196b4213a2733d7f4bdcd41699d3,cocker_spaniel,118
0dc45e3e57bbcfccc550479d57b39951,australian_terrier,42
0dc7954749dc0224639be29aba3f1708,norfolk_terrier,12
0dcb8150908bbb7b7fff1b9d41a358ba,bluetick,3
0dd1914e122292dfbb25e35537b511f6,cairn,23
